res_id,distr_id,name,city,latitude,longitude,zipcode,address,res_id_1,distr_id_1,name_1,city_1,latitude_1,longitude_1,zipcode_1,address_1
2,60000000,Fujiya,New Delhi,28.60155314,77.18610451,0,"12/48, Malcha Marg Market, Chanakyapuri, New Delhi",50,60000000,Fujiya,New Delhi,28.60155314,77.18610451,0,"12/48, Malcha Marg Market, Chanakyapuri, New Delhi"
3,60000000,Berco's,New Delhi,28.632011697800003,77.22144663,0,"E-42 & 43, Inner Circle, Connaught Place, New Delhi",55,60000000,Berco's,New Delhi,28.632011697800003,77.22144663,0,"E-42 & 43, Inner Circle, Connaught Place, New Delhi"
4,60000000,Diva - The Italian Restaurant,New Delhi,28.534088082399997,77.24318359,0,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",64,60000000,Diva - The Italian Restaurant,New Delhi,28.534088082399997,77.24318359,0,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi"
5,60000000,Drums of Heaven,New Delhi,28.55791929,77.20603567,0,"S-14, Green Park Extension, Green Park, New Delhi",65,60000000,Drums of Heaven,New Delhi,28.55791929,77.20603567,0,"S-14, Green Park Extension, Green Park, New Delhi"
6,60000000,Embassy,New Delhi,28.633704071300002,77.22125083,0,"11-D, Connaught Place, New Delhi",66,60000000,Embassy,New Delhi,28.633704071300002,77.22125083,0,"11-D, Connaught Place, New Delhi"
7,60000000,Naivedyam,New Delhi,28.55484659,77.19505101,0,"Shop 1, Hauz Khas Village, New Delhi",89,60000000,Naivedyam,New Delhi,28.55484659,77.19505101,0,"Shop 1, Hauz Khas Village, New Delhi"
8,60000000,Veg Gulati,New Delhi,28.60780727,77.22988386,110003,"8, Pandara Road Market, New Delhi",103,60000000,Veg Gulati,New Delhi,28.60780727,77.22988386,110003,"8, Pandara Road Market, New Delhi"
9,60000000,Kwality,New Delhi,28.629819605399998,77.21736263,0,"7, Regal Building, Connaught Place, New Delhi",121,60000000,Kwality,New Delhi,28.629819605399998,77.21736263,0,"7, Regal Building, Connaught Place, New Delhi"
10,60000000,Lazeez Affaire,New Delhi,28.60223135,77.18610618,0,"6/48, Malcha Marg Market, Chanakyapuri, New Delhi",122,60000000,Lazeez Affaire,New Delhi,28.60223135,77.18610618,0,"6/48, Malcha Marg Market, Chanakyapuri, New Delhi"
11,60000000,Subway,New Delhi,28.561560526799997,77.26856165,0,"54, The India Mall, Community Centre, New Friends Colony, New Delhi",149,60000000,Subway,New Delhi,28.561560526799997,77.26856165,0,"54, The India Mall, Community Centre, New Friends Colony, New Delhi"
12,60000000,Isabella,Gurgaon,28.49464237,77.0918785,0,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon",270,60000000,Isabella,Gurgaon,28.49464237,77.0918785,0,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon"
13,60000000,Sagar Ratna,New Delhi,28.573376235300003,77.23023891449999,0,"18, Defence Colony Market, Defence Colony, New Delhi",305,60000000,Sagar Ratna,New Delhi,28.573376235300003,77.23023891449999,0,"18, Defence Colony Market, Defence Colony, New Delhi"
14,60000000,Sagar Ratna,New Delhi,28.57319928,77.23036867,0,"24, Defence Colony Market, Defence Colony, New Delhi",306,60000000,Sagar Ratna,New Delhi,28.57319928,77.23036867,0,"24, Defence Colony Market, Defence Colony, New Delhi"
15,60000000,Sagar Ratna - The Ashok,New Delhi,28.59588887,77.19618894,0,"The Ashok, 50-B, Diplomatic Enclave, Chanakyapuri, New Delhi",317,60000000,Sagar Ratna - The Ashok,New Delhi,28.59588887,77.19618894,0,"The Ashok, 50-B, Diplomatic Enclave, Chanakyapuri, New Delhi"
16,60000000,Salad Chef,New Delhi,28.56786444,77.15859309,0,"C-1, Main Market, Paschimi Marg, Block C, Vasant Vihar, New Delhi",327,60000000,Salad Chef,New Delhi,28.56786444,77.15859309,0,"C-1, Main Market, Paschimi Marg, Block C, Vasant Vihar, New Delhi"
17,60000000,Sage,Gurgaon,28.48056663,77.08023135,0,"Shop 3, 3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon",338,60000000,Sage,Gurgaon,28.48056663,77.08023135,0,"Shop 3, 3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon"
18,60000000,Sweet Obsession Bakery,Gurgaon,28.44801134,77.09901754,0,"309, 3rd Floor, South Point Mall, Golf Course Road, Gurgaon",374,60000000,Sweet Obsession Bakery,Gurgaon,28.44801134,77.09901754,0,"309, 3rd Floor, South Point Mall, Golf Course Road, Gurgaon"
19,60000000,Dana Choga,Gurgaon,28.47175766,77.10142616,0,"F-6, Qutab Plaza, DLF Phase 1, Gurgaon",378,60000000,Dana Choga,Gurgaon,28.47175766,77.10142616,0,"F-6, Qutab Plaza, DLF Phase 1, Gurgaon"
20,60000000,Domino's Pizza,Noida,28.57037024,77.32449409,0,"C-2/22, Sector 18, Noida",384,60000000,Domino's Pizza,Noida,28.57037024,77.32449409,0,"C-2/22, Sector 18, Noida"
21,60000000,McDonald's,Noida,28.569310217199998,77.3246178,0,"P-16, Atta Market, Sector 18, Noida",396,60000000,McDonald's,Noida,28.569310217199998,77.3246178,0,"P-16, Atta Market, Sector 18, Noida"
22,60000005,Naivedyam,New Delhi,28.64377859,77.17599224,0,"25/35, East Patel Nagar, New Delhi",410,60000005,Naivedyam,New Delhi,28.64377859,77.17599224,0,"25/35, East Patel Nagar, New Delhi"
23,60000005,Naivedyam,New Delhi,28.54185423,77.25419775,0,"F-12, Main Road, Kalkaji, New Delhi",412,60000005,Naivedyam,New Delhi,28.54185423,77.25419775,0,"F-12, Main Road, Kalkaji, New Delhi"
24,60000005,Naivedyam,Gurgaon,28.46503801,77.07869746,0,"Vipul Square, B Block, Sushant Lok, Gurgaon",413,60000005,Naivedyam,Gurgaon,28.46503801,77.07869746,0,"Vipul Square, B Block, Sushant Lok, Gurgaon"
25,60000005,Red Hot Cafe,Gurgaon,28.4684361,77.0743772,0,"UG-1, Centre Point, Phase 1, Sushant Lok, Gurgaon",446,60000005,Red Hot Cafe,Gurgaon,28.4684361,77.0743772,0,"UG-1, Centre Point, Phase 1, Sushant Lok, Gurgaon"
26,60000005,Rasoi E Punjab,Noida,28.58650455,77.34121867,0,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida",447,60000005,Rasoi E Punjab,Noida,28.58650455,77.34121867,0,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida"
27,60000005,Swagath,New Delhi,28.573523455900002,77.23018762,0,"14, Defence Colony Market, Defence Colony, New Delhi",451,60000005,Swagath,New Delhi,28.573523455900002,77.23018762,0,"14, Defence Colony Market, Defence Colony, New Delhi"
28,60000005,Karim's,New Delhi,28.59144837,77.24433091,0,"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi",462,60000005,Karim's,New Delhi,28.59144837,77.24433091,0,"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi"
29,60000005,Karim's,New Delhi,28.64952237,77.23366074260001,0,"16, Gali Kababian, Jama Masjid, New Delhi",463,60000005,Karim's,New Delhi,28.64952237,77.23366074260001,0,"16, Gali Kababian, Jama Masjid, New Delhi"
30,60000005,Evergreen Sweet House,New Delhi,28.55644774,77.20238585,0,"S-29 & 30, Main Market, Green Park, New Delhi",472,60000005,Evergreen Sweet House,New Delhi,28.55644774,77.20238585,0,"S-29 & 30, Main Market, Green Park, New Delhi"
31,60000005,Moti Mahal Delux,New Delhi,28.67086819,77.13426244,110026,"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi",476,60000005,Moti Mahal Delux,New Delhi,28.67086819,77.13426244,110026,"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi"
32,60000005,Moti Mahal,New Delhi,28.64647765,77.24009771,0,"3703, Netaji Subhash Marg, Daryaganj, New Delhi",481,60000005,Moti Mahal,New Delhi,28.64647765,77.24009771,0,"3703, Netaji Subhash Marg, Daryaganj, New Delhi"
33,60000005,Desi Vibes,Noida,28.56946451,77.32428856189999,201301,"G 50, 1st Floor, Sector 18, Noida",490,60000005,Desi Vibes,Noida,28.56946451,77.32428856189999,201301,"G 50, 1st Floor, Sector 18, Noida"
34,60000005,Bikanervala,New Delhi,28.570911438499998,77.23901812,0,"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi",491,60000005,Bikanervala,New Delhi,28.570911438499998,77.23901812,0,"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi"
35,60000005,Bikanervala,New Delhi,28.666683276500002,77.1215833,0,"28, NWA Club Road, Punjabi Bagh, New Delhi",495,60000005,Bikanervala,New Delhi,28.666683276500002,77.1215833,0,"28, NWA Club Road, Punjabi Bagh, New Delhi"
36,60000005,Bikanervala,Gurgaon,28.46851681,77.06357248,122002,"Plot 3-5, Sector 29,Near Leisure Valley Park,  Gurgaon",496,60000005,Bikanervala,Gurgaon,28.46851681,77.06357248,122002,"Plot 3-5, Sector 29,Near Leisure Valley Park,  Gurgaon"
37,60000005,Bikanervala,New Delhi,28.648889481399998,77.12255526,0,"A-2/43, 1st Floor, Rajouri Garden, New Delhi",497,60000005,Bikanervala,New Delhi,28.648889481399998,77.12255526,0,"A-2/43, 1st Floor, Rajouri Garden, New Delhi"
38,60000005,Dana Choga,Gurgaon,28.482318908000003,77.04950396,0,"5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon",549,60000005,Dana Choga,Gurgaon,28.482318908000003,77.04950396,0,"5 & 6, Atul Kataria Chowk, Sector 14, Gurgaon"
39,60000005,Haldiram's,Noida,28.58629759,77.34122336,201301,"108-109, Ground Floor, Spice World Mall, Sector 25, Noida",550,60000005,Haldiram's,Noida,28.58629759,77.34122336,201301,"108-109, Ground Floor, Spice World Mall, Sector 25, Noida"
40,60000005,Haldiram's,New Delhi,28.51866425,77.29483154,0,"B-1, H/8, Sarita Vihar, New Delhi",551,60000005,Haldiram's,New Delhi,28.51866425,77.29483154,0,"B-1, H/8, Sarita Vihar, New Delhi"
41,60000005,Haldiram's,New Delhi,28.65638354,77.23172721,0,"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",552,60000005,Haldiram's,New Delhi,28.65638354,77.23172721,0,"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi"
42,60000006,Haldiram's,New Delhi,28.56534387,77.23839819,0,"45, Ring Road, Lajpat Nagar 2, New Delhi",553,60000006,Haldiram's,New Delhi,28.56534387,77.23839819,0,"45, Ring Road, Lajpat Nagar 2, New Delhi"
43,60000006,Haldiram's,Gurgaon,28.47996574,77.08708473,0,"Ground Floor, Sahara Mall, MG Road, Gurgaon",554,60000006,Haldiram's,Gurgaon,28.47996574,77.08708473,0,"Ground Floor, Sahara Mall, MG Road, Gurgaon"
44,60000006,Deez Biryani Kebab Curry Roll,New Delhi,28.63514923,77.21978802,(blank),"PVR Plaza Cinema Building, H Block, Connaught Place, New Delhi",574,60000006,Deez Biryani Kebab Curry Roll,New Delhi,28.63514923,77.21978802,(blank),"PVR Plaza Cinema Building, H Block, Connaught Place, New Delhi"
45,60000006,Deez Biryani Kebab Curry Roll,Gurgaon,28.460764,77.079071,122002,"G-143, GF Sushant Arcade, B-Block, Sushant Lok-1, Sushant Lok, Gurgaon",575,60000006,Deez Biryani Kebab Curry Roll,Gurgaon,28.460764,77.079071,122002,"G-143, GF Sushant Arcade, B-Block, Sushant Lok-1, Sushant Lok, Gurgaon"
46,60000006,Deez Biryani Kebab Curry Roll,New Delhi,28.578007105799998,77.23884914,(blank),"91-93, Flyover Market, Defence Colony, New Delhi",576,60000006,Deez Biryani Kebab Curry Roll,New Delhi,28.578007105799998,77.23884914,(blank),"91-93, Flyover Market, Defence Colony, New Delhi"
47,60000006,Nathu's Sweets,New Delhi,28.6024987,77.2409681,0,"2, Main Market, Sunder Nagar, New Delhi",586,60000006,Nathu's Sweets,New Delhi,28.6024987,77.2409681,0,"2, Main Market, Sunder Nagar, New Delhi"
48,60000006,Nathu's Sweets,New Delhi,28.62977664,77.23171614,(blank),"23-25, Bengali Market, Mandi House, New Delhi",588,60000006,Nathu's Sweets,New Delhi,28.62977664,77.23171614,(blank),"23-25, Bengali Market, Mandi House, New Delhi"
49,60000006,Cafe Coffee Day,New Delhi,28.53788154,77.21326187,0,"22, New Market, Malviya Nagar, New Delhi",650,60000006,Cafe Coffee Day,New Delhi,28.53788154,77.21326187,0,"22, New Market, Malviya Nagar, New Delhi"
50,60000006,Cafe Coffee Day,New Delhi,28.58521034,77.22654215989999,0,"Meharchand Market, Lodhi Colony, New Delhi",658,60000006,Cafe Coffee Day,New Delhi,28.58521034,77.22654215989999,0,"Meharchand Market, Lodhi Colony, New Delhi"
51,60000006,Bengali Sweet Centre,New Delhi,28.569534000999997,77.22098362,0,"G19, Main Market, South Extension 1, New Delhi",757,60000006,Bengali Sweet Centre,New Delhi,28.569534000999997,77.22098362,0,"G19, Main Market, South Extension 1, New Delhi"
52,60000006,Adyar Ananda Bhavan,New Delhi,28.5572137,77.20251795,0,"S-18, Main Market, Green Park, New Delhi",769,60000006,Adyar Ananda Bhavan,New Delhi,28.5572137,77.20251795,0,"S-18, Main Market, Green Park, New Delhi"
53,60000006,Slice of Italy,New Delhi,28.5497002,77.21583511680001,0,"118 Shahpurjat, Next to J P House",773,60000006,Slice of Italy,New Delhi,28.5497002,77.21583511680001,0,"118 Shahpurjat, Next to J P House"
54,60000006,Slice of Italy,New Delhi,28.55875592,77.17080049,0,"E-249, Rama Market, Munirka, Opposite Vasant Vihar DTC Bus Depot",775,60000006,Slice of Italy,New Delhi,28.55875592,77.17080049,0,"E-249, Rama Market, Munirka, Opposite Vasant Vihar DTC Bus Depot"
55,60000006,Slice of Italy,New Delhi,28.58198888,77.22702898,(blank),"Shop 147, Mehar Chand Market, Lodhi Colony, New Delhi",776,60000006,Slice of Italy,New Delhi,28.58198888,77.22702898,(blank),"Shop 147, Mehar Chand Market, Lodhi Colony, New Delhi"
56,60000006,Gulati,New Delhi,28.6080761,77.2298157,110003,"6, Pandara Road Market, New Delhi",799,60000006,Gulati,New Delhi,28.6080761,77.2298157,110003,"6, Pandara Road Market, New Delhi"
57,60000006,Chicken Inn,New Delhi,28.60805011,77.22974237,0,"13-15, Pandara Road Market, New Delhi",800,60000006,Chicken Inn,New Delhi,28.60805011,77.22974237,0,"13-15, Pandara Road Market, New Delhi"
58,60000006,Havemore,New Delhi,28.6079244,77.2298838,0,"11-12, Pandara Road Market, New Delhi",801,60000006,Havemore,New Delhi,28.6079244,77.2298838,0,"11-12, Pandara Road Market, New Delhi"
59,60000006,Berco's,New Delhi,28.634846724299997,77.29096680880001,110092,"6, A Block Market, Preet Vihar, New Delhi",829,60000006,Berco's,New Delhi,28.634846724299997,77.29096680880001,110092,"6, A Block Market, Preet Vihar, New Delhi"
60,60000006,Berco's,Gurgaon,28.44292813,77.1004666,0,"Central Plaza Mall, Golf Course Road, Gurgaon",830,60000006,Berco's,Gurgaon,28.44292813,77.1004666,0,"Central Plaza Mall, Golf Course Road, Gurgaon"
61,60000006,Berco's,New Delhi,28.68858238,77.13487498,0,"18, Pankaj Arcade, Rani Bagh, Pitampura, New Delhi",831,60000006,Berco's,New Delhi,28.68858238,77.13487498,0,"18, Pankaj Arcade, Rani Bagh, Pitampura, New Delhi"
62,60000007,Berco's,New Delhi,28.680530872800002,77.20820155,(blank),"38/UA, Bungalow Road, Kamla Nagar, New Delhi",832,60000007,Berco's,New Delhi,28.680530872800002,77.20820155,(blank),"38/UA, Bungalow Road, Kamla Nagar, New Delhi"
63,60000007,Berco's,New Delhi,28.630297814499997,77.08118889,0,"R-2, DDA Building, District Center, Janak Palace, Janakpuri, New Delhi",833,60000007,Berco's,New Delhi,28.630297814499997,77.08118889,0,"R-2, DDA Building, District Center, Janak Palace, Janakpuri, New Delhi"
64,60000007,Berco's,Noida,28.59393859,77.33944405,0,"O-1, Sector 12, Noida",834,60000007,Berco's,Noida,28.59393859,77.33944405,0,"O-1, Sector 12, Noida"
65,60000007,Khan Chacha,New Delhi,28.60060735,77.22739141,0,"Shop 50, 1st Floor, Middle Lane, Khan Market, New Delhi",844,60000007,Khan Chacha,New Delhi,28.60060735,77.22739141,0,"Shop 50, 1st Floor, Middle Lane, Khan Market, New Delhi"
66,60000007,Tamil Nadu House Canteen,New Delhi,28.583654089299998,77.19074775,0,"Opposite Chanakya Theatre, Chanakyapuri, New Delhi",851,60000007,Tamil Nadu House Canteen,New Delhi,28.583654089299998,77.19074775,0,"Opposite Chanakya Theatre, Chanakyapuri, New Delhi"
67,60000007,Nizam's Kathi Kabab,New Delhi,28.634814649000003,77.21932434,0,"H-5/6, Plaza Building, Connaught Place, New Delhi",870,60000007,Nizam's Kathi Kabab,New Delhi,28.634814649000003,77.21932434,0,"H-5/6, Plaza Building, Connaught Place, New Delhi"
68,60000007,Bisque Bakery,Gurgaon,28.48069129,77.08577178,0,"133/134, Central Arcade, DLF Phase 2, Gurgaon",872,60000007,Bisque Bakery,Gurgaon,28.48069129,77.08577178,0,"133/134, Central Arcade, DLF Phase 2, Gurgaon"
69,60000007,Saravana Bhavan,New Delhi,28.62699357,77.21955199,110001,"50, Janpath, New Delhi",899,60000007,Saravana Bhavan,New Delhi,28.62699357,77.21955199,110001,"50, Janpath, New Delhi"
70,60000007,Saravana Bhavan,New Delhi,28.6321403,77.21646477,0,"P-13, Connaught Circus, Connaught Place, New Delhi",900,60000007,Saravana Bhavan,New Delhi,28.6321403,77.21646477,0,"P-13, Connaught Circus, Connaught Place, New Delhi"
71,60000007,United Coffee House,New Delhi,28.632423096300002,77.22127665,0,"E-15, Connaught Place, New Delhi",910,60000007,United Coffee House,New Delhi,28.632423096300002,77.22127665,0,"E-15, Connaught Place, New Delhi"
72,60000007,Al Bake,New Delhi,28.561595274800002,77.2682998,0,"21-23, Community Centre, New Friends Colony, New Delhi",925,60000007,Al Bake,New Delhi,28.561595274800002,77.2682998,0,"21-23, Community Centre, New Friends Colony, New Delhi"
73,60000007,Al Bake,New Delhi,28.56170158,77.26811807600001,0,"Shop 95, Community Center, New Friends Colony, New Delhi",926,60000007,Al Bake,New Delhi,28.56170158,77.26811807600001,0,"Shop 95, Community Center, New Friends Colony, New Delhi"
74,60000007,Pebble Street,New Delhi,28.562381223600003,77.26877656,(blank),"8, Community Center, New Friends Colony, New Delhi",929,60000007,Pebble Street,New Delhi,28.562381223600003,77.26877656,(blank),"8, Community Center, New Friends Colony, New Delhi"
75,60000007,KFC,Noida,28.568827902600002,77.32501376,0,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida",937,60000007,KFC,Noida,28.568827902600002,77.32501376,0,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida"
76,60000007,Mamagoto,New Delhi,28.52852121,77.21953589,0,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi",947,60000007,Mamagoto,New Delhi,28.52852121,77.21953589,0,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi"
77,60000007,Momo's Point,New Delhi,28.680695,77.20709916199999,0,"27 UB, Jawahar Nagar, Kamla Nagar, New Delhi",956,60000007,Momo's Point,New Delhi,28.680695,77.20709916199999,0,"27 UB, Jawahar Nagar, Kamla Nagar, New Delhi"
78,60000007,Dhaba - A Punjabi Theme,New Delhi,28.64778288,77.11918707939999,0,"A-5, Vishal Enclave, Rajouri Garden, New Delhi",966,60000007,Dhaba - A Punjabi Theme,New Delhi,28.64778288,77.11918707939999,0,"A-5, Vishal Enclave, Rajouri Garden, New Delhi"
79,60000007,Al Jawahar,New Delhi,28.649402322399997,77.23346695,0,"8, Opposite Gate 1, Matia Mahal Road, Jama Masjid, New Delhi",993,60000007,Al Jawahar,New Delhi,28.649402322399997,77.23346695,0,"8, Opposite Gate 1, Matia Mahal Road, Jama Masjid, New Delhi"
80,60000007,Chi Asian Cookhouse,New Delhi,28.546600756500002,77.19639077779999,110016,"C-1, Commercial Centre, Opposite IIT Main Gate, SDA, New Delhi",996,60000007,Chi Asian Cookhouse,New Delhi,28.546600756500002,77.19639077779999,110016,"C-1, Commercial Centre, Opposite IIT Main Gate, SDA, New Delhi"
81,60000007,China Club,Gurgaon,28.48030877,77.10239645,0,"Lobby Level, Tower C, Global Business Park, MG Road, Gurgaon",997,60000007,China Club,Gurgaon,28.48030877,77.10239645,0,"Lobby Level, Tower C, Global Business Park, MG Road, Gurgaon"
82,60000008,Open Oven,New Delhi,28.53930976,77.24013928,0,"E-564, Greater Kailash (GK) 2, New Delhi",1021,60000008,Open Oven,New Delhi,28.53930976,77.24013928,0,"E-564, Greater Kailash (GK) 2, New Delhi"
83,60000008,Om Sweets & Snacks,Gurgaon,28.45969417,77.02148258689999,0,"Shop-773/775, Opposite Water Tank, Arjun Nagar, Sector 8, Gurgaon",1034,60000008,Om Sweets & Snacks,Gurgaon,28.45969417,77.02148258689999,0,"Shop-773/775, Opposite Water Tank, Arjun Nagar, Sector 8, Gurgaon"
84,60000008,Haldiram's,Gurgaon,28.48074257,77.08028667,0,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",1096,60000008,Haldiram's,Gurgaon,28.48074257,77.08028667,0,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon"
85,60000008,Haldiram's,New Delhi,28.66063535,77.15275358,0,"19-A, Najafgarh Road, Moti Nagar, New Delhi",1097,60000008,Haldiram's,New Delhi,28.66063535,77.15275358,0,"19-A, Najafgarh Road, Moti Nagar, New Delhi"
86,60000008,Deepak Vaishno Dhaba,New Delhi,28.63124657,77.09827658,0,"Stalls A-F, DDA Market, Jail Road, New Delhi",1106,60000008,Deepak Vaishno Dhaba,New Delhi,28.63124657,77.09827658,0,"Stalls A-F, DDA Market, Jail Road, New Delhi"
87,60000008,Castle 9,New Delhi,28.634899986999997,77.21944906,110001,"B 45-47, Near PVR Plaza, Connaught Place, New Delhi",1127,60000008,Castle 9,New Delhi,28.634899986999997,77.21944906,110001,"B 45-47, Near PVR Plaza, Connaught Place, New Delhi"
88,60000008,Radha Ki Rasoi,New Delhi,28.590259320799998,77.05901038,0,"G-1, Plot 22, Krishna Plaza, Sector 10, Dwarka, New Delhi",1151,60000008,Radha Ki Rasoi,New Delhi,28.590259320799998,77.05901038,0,"G-1, Plot 22, Krishna Plaza, Sector 10, Dwarka, New Delhi"
89,60000008,Giani's di Hatti,New Delhi,28.65793636,77.2233111,0,"651/52, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",1155,60000008,Giani's di Hatti,New Delhi,28.65793636,77.2233111,0,"651/52, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi"
90,60000008,Giani's,New Delhi,28.6704946,77.10873418,0,"A-3, 1, DDA Market, Paschim Vihar, New Delhi",1156,60000008,Giani's,New Delhi,28.6704946,77.10873418,0,"A-3, 1, DDA Market, Paschim Vihar, New Delhi"
91,60000008,Giani's,New Delhi,28.64811389,77.12006617,0,"A-13, Vishal Enclave, Rajouri Garden, New Delhi",1158,60000008,Giani's,New Delhi,28.64811389,77.12006617,0,"A-13, Vishal Enclave, Rajouri Garden, New Delhi"
92,60000008,Kaleva,New Delhi,28.63325177,77.20852409,0,"109, Bangla Saheb Marg, Gole Market, New Delhi",1204,60000008,Kaleva,New Delhi,28.63325177,77.20852409,0,"109, Bangla Saheb Marg, Gole Market, New Delhi"
93,60000008,Barbeque Nation,New Delhi,28.628694554899997,77.07659729,0,"Unity One Mall, 2nd Floor, Near Janakpuri West Metro Station, Janakpuri, New Delhi",1212,60000008,Barbeque Nation,New Delhi,28.628694554899997,77.07659729,0,"Unity One Mall, 2nd Floor, Near Janakpuri West Metro Station, Janakpuri, New Delhi"
94,60000008,China Garden,New Delhi,28.53286274,77.24323422,110048,"M 73, M Block Market, Greater Kailash (GK) 2, New Delhi",1218,60000008,China Garden,New Delhi,28.53286274,77.24323422,110048,"M 73, M Block Market, Greater Kailash (GK) 2, New Delhi"
95,60000008,TGI Fridays,New Delhi,28.54198559,77.15601046,0,"302-304, 2nd Floor, DLF Promenade, Vasant Kunj, New Delhi",1243,60000008,TGI Fridays,New Delhi,28.54198559,77.15601046,0,"302-304, 2nd Floor, DLF Promenade, Vasant Kunj, New Delhi"
96,60000008,TGI Fridays,Noida,28.567682175799998,77.32643366,0,"319-320, 3rd Floor, The Great India Place Mall, Sector 38-A, Near, Sector 38, Noida",1244,60000008,TGI Fridays,Noida,28.567682175799998,77.32643366,0,"319-320, 3rd Floor, The Great India Place Mall, Sector 38-A, Near, Sector 38, Noida"
97,60000008,Yellow Mirchi - Hotel City Park,New Delhi,28.706059187199997,77.14308925,0,"Hotel City Park, KP Block, Pitampura, New Delhi",1267,60000008,Yellow Mirchi - Hotel City Park,New Delhi,28.706059187199997,77.14308925,0,"Hotel City Park, KP Block, Pitampura, New Delhi"
98,60000008,The Yellow Chilli,Ghaziabad,28.64666773,77.31981229,0,"S-6, Pacific Mall, Kaushambi, Sahibabad,",1345,60000008,The Yellow Chilli,Ghaziabad,28.64666773,77.31981229,0,"S-6, Pacific Mall, Kaushambi, Sahibabad,"
99,60000008,Anupam Sweet,Faridabad,28.394782503200002,77.32221119,0,"SCF 74, Sector 15 Market, Sector 15, Faridabad",1367,60000008,Anupam Sweet,Faridabad,28.394782503200002,77.32221119,0,"SCF 74, Sector 15 Market, Sector 15, Faridabad"
100,60000008,The Coffee Bean & Tea Leaf,New Delhi,28.528619303499998,77.2195778,0,"1st Floor, Select Citywalk Mall, Saket, New Delhi",1372,60000008,The Coffee Bean & Tea Leaf,New Delhi,28.528619303499998,77.2195778,0,"1st Floor, Select Citywalk Mall, Saket, New Delhi"
101,60000008,Mehfil Dhaba,New Delhi,28.53687833,77.21278913319999,(blank),"2, Main Market, Malviya Nagar, New Delhi",1406,60000008,Mehfil Dhaba,New Delhi,28.53687833,77.21278913319999,(blank),"2, Main Market, Malviya Nagar, New Delhi"
102,60000009,Open Oven,Faridabad,28.49468038,77.29062349,0,"UG-56, Charmwood Plaza, Surajkund Road, Charmwood Village, Faridabad",1412,60000009,Open Oven,Faridabad,28.49468038,77.29062349,0,"UG-56, Charmwood Plaza, Surajkund Road, Charmwood Village, Faridabad"
103,60000009,Milan Sweet House,Faridabad,28.36926125,77.32854959,(blank),"Shop 64-65, Sector 10, Faridabad",1418,60000009,Milan Sweet House,Faridabad,28.36926125,77.32854959,(blank),"Shop 64-65, Sector 10, Faridabad"
104,60000009,Haldiram's,Faridabad,28.38367921,77.31436539,(blank),"Ground Floor, Parsavnath City Mall, Sector 12, Faridabad",1424,60000009,Haldiram's,Faridabad,28.38367921,77.31436539,(blank),"Ground Floor, Parsavnath City Mall, Sector 12, Faridabad"
105,60000009,Green Chick Chop,Gurgaon,28.48089552,77.08598234,0,"138, Central Arcade, DLF Phase 2, Gurgaon",1458,60000009,Green Chick Chop,Gurgaon,28.48089552,77.08598234,0,"138, Central Arcade, DLF Phase 2, Gurgaon"
106,60000009,New Indian & Chinese Corner,Gurgaon,28.45855315,77.04410065,0,"69, Part 2, Sector 15, Gurgaon",1488,60000009,New Indian & Chinese Corner,Gurgaon,28.45855315,77.04410065,0,"69, Part 2, Sector 15, Gurgaon"
107,60000009,KFC,New Delhi,28.524875591999997,77.15622704479999,0,"Ground Floor, Vasant Square Mall, Sun City, Vasant Kunj, New Delhi",1492,60000009,KFC,New Delhi,28.524875591999997,77.15622704479999,0,"Ground Floor, Vasant Square Mall, Sun City, Vasant Kunj, New Delhi"
108,60000009,Slice of Italy,Noida,28.57814,77.36255,0,"B - 1 / 23, First Floor, Sector - 51, Noida.",1498,60000009,Slice of Italy,Noida,28.57814,77.36255,0,"B - 1 / 23, First Floor, Sector - 51, Noida."
